Time_Point,Signal 1,Signal 2,Signal 3,Signal 4,Signal 5,Signal 6,Signal 7,Signal 8
1094,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
1095,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
1096,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
1097,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
1098,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
1099,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
1100,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
1101,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
1102,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
1103,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
1104,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
1105,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
1106,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
1107,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
1108,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
1109,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
1110,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
1111,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
1112,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
1113,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
1114,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
1115,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
1116,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
1117,28.65,28.8,3.7,0.01,0.9837,-0.0163,0.021645,0.003
1118,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
1119,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
1120,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
1121,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
1122,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
1123,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
1124,28.4,28.45,3.45,0.02,0.9775,-0.0225,0.028817,0.004
1125,28.3,28.35,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
1126,28.4,28.45,3.45,0.02,0.9775,-0.0225,0.028817,0.004
1127,28.25,28.3,3.31,0.02,0.9728,-0.0272,0.03396,0.0046
1128,28.3,28.35,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
1129,28.35,28.4,3.4,0.02,0.976,-0.024,0.030458,0.0042
1130,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
1131,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
1132,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
1133,28.35,28.4,3.4,0.02,0.976,-0.024,0.030458,0.0042
1134,28.35,28.4,3.4,0.02,0.976,-0.024,0.030458,0.0042
1135,28.3,28.35,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
1136,28.2,28.15,3.26,0.02,0.971,-0.029,0.035826,0.0049
1137,28.1,28.15,3.16,0.02,0.9672,-0.0328,0.039793,0.0054
1138,28,28.1,3.06,0.03,0.9631,-0.0369,0.044086,0.0059
1139,28,28.05,3.06,0.03,0.9631,-0.0369,0.044086,0.0059
1140,28,28.05,3.06,0.03,0.9631,-0.0369,0.044086,0.0059
1141,28,28.05,3.06,0.03,0.9631,-0.0369,0.044086,0.0059
1142,27.8,27.7,2.87,0.04,0.9533,-0.0467,0.053685,0.0071
1143,27.7,27.75,2.78,0.04,0.9477,-0.0523,0.059005,0.0078
1144,27.7,27.75,2.78,0.04,0.9477,-0.0523,0.059005,0.0078
1145,27.8,27.85,2.87,0.04,0.9533,-0.0467,0.053685,0.0071
1146,27.65,27.7,2.73,0.04,0.9447,-0.0553,0.061797,0.0081
1147,27.6,27.65,2.68,0.05,0.9415,-0.0585,0.064677,0.0084
1148,27.65,27.55,2.73,0.04,0.9447,-0.0553,0.061797,0.0081
1149,27.7,27.75,2.78,0.04,0.9477,-0.0523,0.059005,0.0078
1150,27.6,27.8,2.68,0.05,0.9415,-0.0585,0.064677,0.0084
1151,27.5,27.55,2.59,0.05,0.9347,-0.0653,0.070701,0.0092
1152,27.65,27.7,2.73,0.04,0.9447,-0.0553,0.061797,0.0081
1153,27.55,27.6,2.64,0.05,0.9382,-0.0618,0.067645,0.0088
1154,27.35,27.4,2.45,0.06,0.9234,-0.0766,0.080384,0.0103
1155,27.5,27.55,2.59,0.05,0.9347,-0.0653,0.070701,0.0092
1156,27.65,27.7,2.73,0.04,0.9447,-0.0553,0.061797,0.0081
1157,27.7,27.75,2.78,0.04,0.9477,-0.0523,0.059005,0.0078
1158,27.8,27.85,2.87,0.04,0.9533,-0.0467,0.053685,0.0071
1159,27.75,27.9,2.83,0.04,0.9506,-0.0494,0.056301,0.0074
1160,27.7,27.75,2.78,0.04,0.9477,-0.0523,0.059005,0.0078
1161,27.9,27.95,2.97,0.03,0.9584,-0.0416,0.048713,0.0065
1162,27.8,27.85,2.87,0.04,0.9533,-0.0467,0.053685,0.0071
1163,27.95,27.9,3.02,0.03,0.9608,-0.0392,0.046357,0.0062
1164,28.05,28.05,3.11,0.03,0.9652,-0.0348,0.041898,0.0056
1165,28.1,28.15,3.16,0.02,0.9672,-0.0328,0.039793,0.0054
1166,28.15,28.2,3.21,0.02,0.9692,-0.0308,0.03777,0.0051
1167,28.05,28.1,3.11,0.03,0.9652,-0.0348,0.041898,0.0056
1168,27.95,27.9,3.02,0.03,0.9608,-0.0392,0.046357,0.0062
1169,28.05,28.1,3.11,0.03,0.9652,-0.0348,0.041898,0.0056
1170,28,28.05,3.06,0.03,0.9631,-0.0369,0.044086,0.0059
1171,27.9,27.95,2.97,0.03,0.9584,-0.0416,0.048713,0.0065
1172,27.9,27.95,2.97,0.03,0.9584,-0.0416,0.048713,0.0065
1173,28,28.05,3.06,0.03,0.9631,-0.0369,0.044086,0.0059
1174,27.95,28,3.02,0.03,0.9608,-0.0392,0.046357,0.0062
1175,27.9,27.95,2.97,0.03,0.9584,-0.0416,0.048713,0.0065
1176,27.95,28,3.02,0.03,0.9608,-0.0392,0.046357,0.0062
1177,27.85,27.9,2.92,0.03,0.9559,-0.0441,0.051156,0.0068
1178,27.9,27.95,2.97,0.03,0.9584,-0.0416,0.048713,0.0065
1179,27.9,27.95,2.97,0.03,0.9584,-0.0416,0.048713,0.0065
1180,27.75,27.8,2.83,0.04,0.9506,-0.0494,0.056301,0.0074
1181,27.8,27.85,2.87,0.04,0.9533,-0.0467,0.053685,0.0071
1182,28,28.05,3.06,0.03,0.9631,-0.0369,0.044086,0.0059
1183,28.1,28.15,3.16,0.02,0.9672,-0.0328,0.039793,0.0054
1184,28.15,28.2,3.21,0.02,0.9692,-0.0308,0.03777,0.0051
1185,28.35,28.4,3.4,0.02,0.976,-0.024,0.030458,0.0042
1186,28.35,28.4,3.4,0.02,0.976,-0.024,0.030458,0.0042
1187,28.35,28.4,3.4,0.02,0.976,-0.024,0.030458,0.0042
1188,28.25,28.3,3.31,0.02,0.9728,-0.0272,0.03396,0.0046
1189,28.2,28.25,3.26,0.02,0.971,-0.029,0.035826,0.0049
1190,28.3,28.35,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
1191,28.3,28.35,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
1192,28.35,28.25,3.4,0.02,0.976,-0.024,0.030458,0.0042
1193,28.3,28.35,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
1194,28.3,28.35,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
1195,28.25,28.3,3.31,0.02,0.9728,-0.0272,0.03396,0.0046
1196,28.3,28.35,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
1197,28.3,28.45,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
1198,28.4,28.5,3.45,0.02,0.9775,-0.0225,0.028817,0.004
1199,28.25,28.3,3.31,0.02,0.9728,-0.0272,0.03396,0.0046
1200,28.3,28.35,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
1201,28,28.05,3.06,0.03,0.9631,-0.0369,0.044086,0.0059
1202,28.1,28.15,3.16,0.02,0.9672,-0.0328,0.039793,0.0054
1203,28.1,28.15,3.16,0.02,0.9672,-0.0328,0.039793,0.0054
1204,28.2,28.25,3.26,0.02,0.971,-0.029,0.035826,0.0049
1205,28.3,28.35,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
1206,28.5,28.55,3.55,0.01,0.9802,-0.0198,0.025747,0.0036
1207,28.5,28.55,3.55,0.01,0.9802,-0.0198,0.025747,0.0036
1208,28.45,28.5,3.5,0.01,0.9789,-0.0211,0.027247,0.0038
1209,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
1210,28.45,28.5,3.5,0.01,0.9789,-0.0211,0.027247,0.0038
1211,28.45,28.5,3.5,0.01,0.9789,-0.0211,0.027247,0.0038
1212,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
1213,28.45,28.5,3.5,0.01,0.9789,-0.0211,0.027247,0.0038
1214,28.3,28.35,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
1215,28.25,28.3,3.31,0.02,0.9728,-0.0272,0.03396,0.0046
1216,28.25,28.3,3.31,0.02,0.9728,-0.0272,0.03396,0.0046
1217,28.35,28.4,3.4,0.02,0.976,-0.024,0.030458,0.0042
1218,28.3,28.35,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
1219,28.35,28.4,3.4,0.02,0.976,-0.024,0.030458,0.0042
1220,28.35,28.4,3.4,0.02,0.976,-0.024,0.030458,0.0042
1221,28.35,28.4,3.4,0.02,0.976,-0.024,0.030458,0.0042
1222,28.3,28.35,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
1223,28.3,28.35,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
1224,28.4,28.45,3.45,0.02,0.9775,-0.0225,0.028817,0.004
1225,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
1226,28.5,28.55,3.55,0.01,0.9802,-0.0198,0.025747,0.0036
1227,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
1228,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
1229,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
1230,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
1231,28.6,28.6,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
1232,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
1233,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
1234,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
1235,28.85,28.9,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
1236,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
1237,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
1238,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
1239,28.55,28.45,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
1240,28.45,28.5,3.5,0.01,0.9789,-0.0211,0.027247,0.0038
1241,28.5,28.55,3.55,0.01,0.9802,-0.0198,0.025747,0.0036
1242,28.5,28.55,3.55,0.01,0.9802,-0.0198,0.025747,0.0036
1243,28.4,28.45,3.45,0.02,0.9775,-0.0225,0.028817,0.004
1244,28.45,28.5,3.5,0.01,0.9789,-0.0211,0.027247,0.0038
1245,28.5,28.55,3.55,0.01,0.9802,-0.0198,0.025747,0.0036
1246,28.35,28.4,3.4,0.02,0.976,-0.024,0.030458,0.0042
1247,28.4,28.45,3.45,0.02,0.9775,-0.0225,0.028817,0.004
1248,28.35,28.4,3.4,0.02,0.976,-0.024,0.030458,0.0042
1249,28.15,28.2,3.21,0.02,0.9692,-0.0308,0.03777,0.0051
1250,28.2,28.25,3.26,0.02,0.971,-0.029,0.035826,0.0049
1251,28.25,28.3,3.31,0.02,0.9728,-0.0272,0.03396,0.0046
1252,28.25,28.3,3.31,0.02,0.9728,-0.0272,0.03396,0.0046
1253,28.1,28.15,3.16,0.02,0.9672,-0.0328,0.039793,0.0054
1254,28.1,28.1,3.16,0.02,0.9672,-0.0328,0.039793,0.0054
1255,28,28.05,3.06,0.03,0.9631,-0.0369,0.044086,0.0059
1256,27.85,28,2.92,0.03,0.9559,-0.0441,0.051156,0.0068
1257,27.95,28,3.02,0.03,0.9608,-0.0392,0.046357,0.0062
1258,27.9,27.95,2.97,0.03,0.9584,-0.0416,0.048713,0.0065
1259,27.8,27.95,2.87,0.04,0.9533,-0.0467,0.053685,0.0071
1260,27.65,27.7,2.73,0.04,0.9447,-0.0553,0.061797,0.0081
1261,27.75,27.8,2.83,0.04,0.9506,-0.0494,0.056301,0.0074
1262,27.85,27.9,2.92,0.03,0.9559,-0.0441,0.051156,0.0068
1263,27.75,27.8,2.83,0.04,0.9506,-0.0494,0.056301,0.0074
1264,27.7,27.7,2.78,0.04,0.9477,-0.0523,0.059005,0.0078
1265,27.75,27.8,2.83,0.04,0.9506,-0.0494,0.056301,0.0074
1266,27.75,27.8,2.83,0.04,0.9506,-0.0494,0.056301,0.0074
1267,27.5,27.55,2.59,0.05,0.9347,-0.0653,0.070701,0.0092
1268,27.4,27.45,2.5,0.06,0.9273,-0.0727,0.077071,0.0099
1269,27.45,27.5,2.54,0.06,0.9311,-0.0689,0.073843,0.0095
1270,27.55,27.6,2.64,0.05,0.9382,-0.0618,0.067645,0.0088
1271,27.65,27.7,2.73,0.04,0.9447,-0.0553,0.061797,0.0081
1272,27.75,27.8,2.83,0.04,0.9506,-0.0494,0.056301,0.0074
1273,27.65,27.7,2.73,0.04,0.9447,-0.0553,0.061797,0.0081
1274,27.85,27.9,2.92,0.03,0.9559,-0.0441,0.051156,0.0068
1275,27.85,27.9,2.92,0.03,0.9559,-0.0441,0.051156,0.0068
1276,27.8,27.85,2.87,0.04,0.9533,-0.0467,0.053685,0.0071
1277,27.8,27.8,2.87,0.04,0.9533,-0.0467,0.053685,0.0071
1278,27.7,27.75,2.78,0.04,0.9477,-0.0523,0.059005,0.0078
1279,27.65,27.7,2.73,0.04,0.9447,-0.0553,0.061797,0.0081
1280,27.65,27.7,2.73,0.04,0.9447,-0.0553,0.061797,0.0081
1281,27.65,27.7,2.73,0.04,0.9447,-0.0553,0.061797,0.0081
1282,27.5,27.55,2.59,0.05,0.9347,-0.0653,0.070701,0.0092
1283,27.35,27.4,2.45,0.06,0.9234,-0.0766,0.080384,0.0103
1284,27.45,27.45,2.54,0.06,0.9311,-0.0689,0.073843,0.0095
1285,27.6,27.65,2.68,0.05,0.9415,-0.0585,0.064677,0.0084
1286,27.45,27.5,2.54,0.06,0.9311,-0.0689,0.073843,0.0095
1287,27.45,27.5,2.54,0.06,0.9311,-0.0689,0.073843,0.0095
1288,27.65,27.75,2.73,0.04,0.9447,-0.0553,0.061797,0.0081
1289,27.7,27.75,2.78,0.04,0.9477,-0.0523,0.059005,0.0078
1290,27.65,27.7,2.73,0.04,0.9447,-0.0553,0.061797,0.0081
1291,27.65,27.7,2.73,0.04,0.9447,-0.0553,0.061797,0.0081
1292,27.7,27.75,2.78,0.04,0.9477,-0.0523,0.059005,0.0078
1293,27.7,27.75,2.78,0.04,0.9477,-0.0523,0.059005,0.0078
1294,27.65,27.65,2.73,0.04,0.9447,-0.0553,0.061797,0.0081
1295,27.75,27.8,2.83,0.04,0.9506,-0.0494,0.056301,0.0074
1296,27.6,27.65,2.68,0.05,0.9415,-0.0585,0.064677,0.0084
1297,27.7,27.6,2.78,0.04,0.9477,-0.0523,0.059005,0.0078
1298,27.7,27.9,2.78,0.04,0.9477,-0.0523,0.059005,0.0078
1299,27.75,27.7,2.83,0.04,0.9506,-0.0494,0.056301,0.0074
1300,27.8,27.7,2.87,0.04,0.9533,-0.0467,0.053685,0.0071
1301,27.85,27.9,2.92,0.03,0.9559,-0.0441,0.051156,0.0068
1302,27.85,27.9,2.92,0.03,0.9559,-0.0441,0.051156,0.0068
1303,27.95,27.85,3.02,0.03,0.9608,-0.0392,0.046357,0.0062
1304,27.75,27.8,2.83,0.04,0.9506,-0.0494,0.056301,0.0074
1305,27.8,27.75,2.87,0.04,0.9533,-0.0467,0.053685,0.0071
1306,27.8,27.85,2.87,0.04,0.9533,-0.0467,0.053685,0.0071
1307,27.55,27.6,2.64,0.05,0.9382,-0.0618,0.067645,0.0088
1308,27.55,27.6,2.64,0.05,0.9382,-0.0618,0.067645,0.0088
1309,27.35,27.4,2.45,0.06,0.9234,-0.0766,0.080384,0.0103
1310,27.25,27.3,2.36,0.07,0.915,-0.085,0.087259,0.0111
1311,27.3,27.35,2.4,0.07,0.9193,-0.0807,0.083781,0.0107
1312,27.2,27.25,2.31,0.08,0.9106,-0.0894,0.090817,0.0115
1313,27.35,27.4,2.45,0.06,0.9234,-0.0766,0.080384,0.0103
1314,27.35,27.4,2.45,0.06,0.9234,-0.0766,0.080384,0.0103
1315,27.5,27.55,2.59,0.05,0.9347,-0.0653,0.070701,0.0092
1316,27.45,27.5,2.54,0.06,0.9311,-0.0689,0.073843,0.0095
1317,27.45,27.5,2.54,0.06,0.9311,-0.0689,0.073843,0.0095
1318,27.6,27.65,2.68,0.05,0.9415,-0.0585,0.064677,0.0084
1319,27.6,27.65,2.68,0.05,0.9415,-0.0585,0.064677,0.0084
1320,27.65,27.7,2.73,0.04,0.9447,-0.0553,0.061797,0.0081
1321,27.65,27.7,2.73,0.04,0.9447,-0.0553,0.061797,0.0081
1322,27.45,27.5,2.54,0.06,0.9311,-0.0689,0.073843,0.0095
1323,27.45,27.5,2.54,0.06,0.9311,-0.0689,0.073843,0.0095
1324,27.45,27.6,2.54,0.06,0.9311,-0.0689,0.073843,0.0095
1325,27.35,27.4,2.45,0.06,0.9234,-0.0766,0.080384,0.0103
1326,27.2,27.25,2.31,0.08,0.9106,-0.0894,0.090817,0.0115
1327,27.2,27.25,2.31,0.08,0.9106,-0.0894,0.090817,0.0115
1328,27.25,27.3,2.36,0.07,0.915,-0.085,0.087259,0.0111
1329,27.15,27.2,2.27,0.08,0.9059,-0.0941,0.094452,0.0119
1330,27.2,27.4,2.31,0.08,0.9106,-0.0894,0.090817,0.0115
1331,27.25,27.2,2.36,0.07,0.915,-0.085,0.087259,0.0111
1332,27.2,27.25,2.31,0.08,0.9106,-0.0894,0.090817,0.0115
1333,27.4,27.45,2.5,0.06,0.9273,-0.0727,0.077071,0.0099
1334,27.5,27.55,2.59,0.05,0.9347,-0.0653,0.070701,0.0092
1335,27.4,27.45,2.5,0.06,0.9273,-0.0727,0.077071,0.0099
1336,27.45,27.5,2.54,0.06,0.9311,-0.0689,0.073843,0.0095
1337,27.4,27.45,2.5,0.06,0.9273,-0.0727,0.077071,0.0099
1338,27.6,27.65,2.68,0.05,0.9415,-0.0585,0.064677,0.0084
1339,27.55,27.6,2.64,0.05,0.9382,-0.0618,0.067645,0.0088
1340,27.6,27.7,2.68,0.05,0.9415,-0.0585,0.064677,0.0084
1341,27.75,27.8,2.83,0.04,0.9506,-0.0494,0.056301,0.0074
1342,27.75,27.8,2.83,0.04,0.9506,-0.0494,0.056301,0.0074
1343,27.7,27.75,2.78,0.04,0.9477,-0.0523,0.059005,0.0078
1344,27.8,27.85,2.87,0.04,0.9533,-0.0467,0.053685,0.0071
1345,27.9,27.95,2.97,0.03,0.9584,-0.0416,0.048713,0.0065
1346,27.85,28,2.92,0.03,0.9559,-0.0441,0.051156,0.0068
1347,27.65,27.7,2.73,0.04,0.9447,-0.0553,0.061797,0.0081
1348,27.5,27.6,2.59,0.05,0.9347,-0.0653,0.070701,0.0092
1349,27.4,27.45,2.5,0.06,0.9273,-0.0727,0.077071,0.0099
1350,27.45,27.5,2.54,0.06,0.9311,-0.0689,0.073843,0.0095
1351,27.3,27.35,2.4,0.07,0.9193,-0.0807,0.083781,0.0107
1352,27.4,27.45,2.5,0.06,0.9273,-0.0727,0.077071,0.0099
1353,27.4,27.45,2.5,0.06,0.9273,-0.0727,0.077071,0.0099
1354,27.35,27.4,2.45,0.06,0.9234,-0.0766,0.080384,0.0103
1355,27.2,27.25,2.31,0.08,0.9106,-0.0894,0.090817,0.0115
1356,27.4,27.45,2.5,0.06,0.9273,-0.0727,0.077071,0.0099
1357,27.4,27.3,2.5,0.06,0.9273,-0.0727,0.077071,0.0099
1358,27.45,27.5,2.54,0.06,0.9311,-0.0689,0.073843,0.0095
1359,27.5,27.55,2.59,0.05,0.9347,-0.0653,0.070701,0.0092
1360,27.6,27.65,2.68,0.05,0.9415,-0.0585,0.064677,0.0084
1361,27.6,27.65,2.68,0.05,0.9415,-0.0585,0.064677,0.0084
1362,27.7,27.75,2.78,0.04,0.9477,-0.0523,0.059005,0.0078
1363,27.8,27.85,2.87,0.04,0.9533,-0.0467,0.053685,0.0071
1364,27.9,27.95,2.97,0.03,0.9584,-0.0416,0.048713,0.0065
1365,27.8,27.85,2.87,0.04,0.9533,-0.0467,0.053685,0.0071
1366,27.75,27.8,2.83,0.04,0.9506,-0.0494,0.056301,0.0074
1367,27.8,27.85,2.87,0.04,0.9533,-0.0467,0.053685,0.0071
1368,27.75,27.7,2.83,0.04,0.9506,-0.0494,0.056301,0.0074
1369,27.65,27.7,2.73,0.04,0.9447,-0.0553,0.061797,0.0081
1370,27.7,27.75,2.78,0.04,0.9477,-0.0523,0.059005,0.0078
1371,27.8,27.85,2.87,0.04,0.9533,-0.0467,0.053685,0.0071
1372,27.95,27.85,3.02,0.03,0.9608,-0.0392,0.046357,0.0062
1373,27.8,27.85,2.87,0.04,0.9533,-0.0467,0.053685,0.0071
1374,27.9,27.95,2.97,0.03,0.9584,-0.0416,0.048713,0.0065
1375,27.85,27.9,2.92,0.03,0.9559,-0.0441,0.051156,0.0068
1376,27.7,27.75,2.78,0.04,0.9477,-0.0523,0.059005,0.0078
1377,27.85,27.9,2.92,0.03,0.9559,-0.0441,0.051156,0.0068
1378,27.85,27.9,2.92,0.03,0.9559,-0.0441,0.051156,0.0068
1379,27.85,27.95,2.92,0.03,0.9559,-0.0441,0.051156,0.0068
1380,27.8,27.85,2.87,0.04,0.9533,-0.0467,0.053685,0.0071
1381,27.75,27.8,2.83,0.04,0.9506,-0.0494,0.056301,0.0074
1382,27.75,27.8,2.83,0.04,0.9506,-0.0494,0.056301,0.0074
1383,27.85,27.9,2.92,0.03,0.9559,-0.0441,0.051156,0.0068
1384,28.1,28.15,3.16,0.02,0.9672,-0.0328,0.039793,0.0054
1385,28.1,28.15,3.16,0.02,0.9672,-0.0328,0.039793,0.0054
1386,28,28.05,3.06,0.03,0.9631,-0.0369,0.044086,0.0059
1387,28,28.05,3.06,0.03,0.9631,-0.0369,0.044086,0.0059
1388,27.95,28,3.02,0.03,0.9608,-0.0392,0.046357,0.0062
1389,27.9,27.95,2.97,0.03,0.9584,-0.0416,0.048713,0.0065
1390,27.9,27.95,2.97,0.03,0.9584,-0.0416,0.048713,0.0065
1391,27.9,27.95,2.97,0.03,0.9584,-0.0416,0.048713,0.0065
1392,27.95,28,3.02,0.03,0.9608,-0.0392,0.046357,0.0062
1393,28.05,28.1,3.11,0.03,0.9652,-0.0348,0.041898,0.0056
1394,28.15,28.35,3.21,0.02,0.9692,-0.0308,0.03777,0.0051
1395,28.05,28.1,3.11,0.03,0.9652,-0.0348,0.041898,0.0056
1396,28.15,28.2,3.21,0.02,0.9692,-0.0308,0.03777,0.0051
1397,28.1,28.15,3.16,0.02,0.9672,-0.0328,0.039793,0.0054
1398,28.2,28.25,3.26,0.02,0.971,-0.029,0.035826,0.0049
1399,28.3,28.35,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
1400,28.45,28.5,3.5,0.01,0.9789,-0.0211,0.027247,0.0038
1401,28.4,28.45,3.45,0.02,0.9775,-0.0225,0.028817,0.004
1402,28.45,28.5,3.5,0.01,0.9789,-0.0211,0.027247,0.0038
1403,28.35,28.4,3.4,0.02,0.976,-0.024,0.030458,0.0042
1404,28.35,28.4,3.4,0.02,0.976,-0.024,0.030458,0.0042
1405,28.35,28.4,3.4,0.02,0.976,-0.024,0.030458,0.0042
1406,28.35,28.4,3.4,0.02,0.976,-0.024,0.030458,0.0042
1407,28.4,28.45,3.45,0.02,0.9775,-0.0225,0.028817,0.004
1408,28.5,28.45,3.55,0.01,0.9802,-0.0198,0.025747,0.0036
1409,28.4,28.45,3.45,0.02,0.9775,-0.0225,0.028817,0.004
1410,28.35,28.4,3.4,0.02,0.976,-0.024,0.030458,0.0042
1411,28.35,28.3,3.4,0.02,0.976,-0.024,0.030458,0.0042
1412,28.4,28.45,3.45,0.02,0.9775,-0.0225,0.028817,0.004
1413,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
1414,28.3,28.35,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
1415,28.25,28.3,3.31,0.02,0.9728,-0.0272,0.03396,0.0046
1416,28.1,28.15,3.16,0.02,0.9672,-0.0328,0.039793,0.0054
1417,28.15,28.2,3.21,0.02,0.9692,-0.0308,0.03777,0.0051
1418,28.1,28.15,3.16,0.02,0.9672,-0.0328,0.039793,0.0054
1419,28.1,28.05,3.16,0.02,0.9672,-0.0328,0.039793,0.0054
1420,28.1,28.15,3.16,0.02,0.9672,-0.0328,0.039793,0.0054
1421,28,28.05,3.06,0.03,0.9631,-0.0369,0.044086,0.0059
1422,27.95,28,3.02,0.03,0.9608,-0.0392,0.046357,0.0062
1423,27.95,28,3.02,0.03,0.9608,-0.0392,0.046357,0.0062
1424,27.95,28,3.02,0.03,0.9608,-0.0392,0.046357,0.0062
1425,27.8,27.85,2.87,0.04,0.9533,-0.0467,0.053685,0.0071
1426,27.7,27.75,2.78,0.04,0.9477,-0.0523,0.059005,0.0078
1427,27.75,27.8,2.83,0.04,0.9506,-0.0494,0.056301,0.0074
1428,27.75,27.8,2.83,0.04,0.9506,-0.0494,0.056301,0.0074
1429,27.75,27.8,2.83,0.04,0.9506,-0.0494,0.056301,0.0074
1430,27.9,27.95,2.97,0.03,0.9584,-0.0416,0.048713,0.0065
1431,28.15,28.2,3.21,0.02,0.9692,-0.0308,0.03777,0.0051
1432,28.25,28.3,3.31,0.02,0.9728,-0.0272,0.03396,0.0046
1433,28.1,28.15,3.16,0.02,0.9672,-0.0328,0.039793,0.0054
1434,28.2,28.2,3.26,0.02,0.971,-0.029,0.035826,0.0049
1435,28.3,28.35,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
1436,28.25,28.3,3.31,0.02,0.9728,-0.0272,0.03396,0.0046
1437,28.3,28.35,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
1438,28.2,28.15,3.26,0.02,0.971,-0.029,0.035826,0.0049
1439,28.15,28.2,3.21,0.02,0.9692,-0.0308,0.03777,0.0051
1440,28.15,28.2,3.21,0.02,0.9692,-0.0308,0.03777,0.0051
1441,28,28,3.06,0.03,0.9631,-0.0369,0.044086,0.0059
1442,27.9,27.95,2.97,0.03,0.9584,-0.0416,0.048713,0.0065
1443,27.95,28,3.02,0.03,0.9608,-0.0392,0.046357,0.0062
1444,27.95,28,3.02,0.03,0.9608,-0.0392,0.046357,0.0062
